
7.0,89.0,76.0,2.0,79.0,70.0,2.0,
31.0,23.0,60.0,14.0,79.0,77.0,45.0,
3.0,4.0,5.0,94.0,34.0,81.0,79.0,
84.0,99.0,47.0,25.0,39.0,49.0,89.0,
75.0,98.0,67.0,75.0,22.0,47.0,13.0,
85.0,7.0,1.0,50.0,93.0,6.0,69.0,
88.0,67.0,13.0,52.0,38.0,94.0,85.0,
96.0,91.0,98.0,23.0,98.0,19.0,40.0,
13.0,13.0,7.0,17.0,25.0,93.0,14.0,
99.0,77.0,85.0,97.0,4.0,44.0,98.0,
68.0,12.0,11.0,27.0,33.0,57.0,95.0,
35.0,12.0,11.0,99.0,24.0,58.0,38.0,
90.0,25.0,71.0,29.0,47.0,6.0,77.0,
95.0,72.0,70.0,84.0,95.0,37.0,65.0,
44.0,19.0,87.0,77.0,17.0,27.0,40.0,
11.0,27.0,98.0,72.0,5.0,76.0,67.0,
40.0,32.0,56.0,90.0,66.0,26.0,92.0,
5.0,65.0,53.0,71.0,17.0,28.0,42.0,
69.0,9.0,99.0,59.0,59.0,15.0,13.0,
42.0,28.0,1.0,44.0,4.0,52.0,9.0,
42.0,43.0,90.0,88.0,55.0,42.0,90.0,
76.0,71.0,29.0,5.0,2.0,26.0,11.0,
79.0,45.0,46.0,99.0,7.0,51.0,3.0,
74.0,64.0,97.0,71.0,10.0,82.0,60.0,
17.0,78.0,14.0,9.0,16.0,80.0,84.0,
34.0,2.0,68.0,36.0,60.0,54.0,96.0,
52.0,54.0,24.0,95.0,39.0,17.0,5.0,
99.0,38.0,99.0,71.0,87.0,38.0,28.0,
26.0,19.0,16.0,10.0,32.0,19.0,94.0,
13.0,75.0,75.0,58.0,49.0,95.0,57.0,
28.0,54.0,46.0,16.0,8.0,9.0,50.0,
84.0,56.0,56.0,44.0,16.0,16.0,28.0,
33.0,34.0,70.0,91.0,32.0,17.0,79.0,
22.0,69.0,36.0,38.0,78.0,73.0,95.0,
7.0,70.0,90.0,86.0,22.0,70.0,47.0,
84.0,80.0,64.0,6.0,65.0,35.0,11.0,
19.0,58.0,3.0,20.0,10.0,18.0,33.0,
92.0,89.0,34.0,87.0,50.0,79.0,76.0,
29.0,98.0,51.0,32.0,86.0,50.0,43.0,
62.0,50.0,94.0,46.0,94.0,86.0,1.0,
36.0,91.0,86.0,49.0,30.0,29.0,89.0,
73.0,62.0,45.0,76.0,18.0,19.0,82.0,
61.0,75.0,17.0,32.0,92.0,55.0,80.0,
57.0,80.0,23.0,3.0,74.0,87.0,60.0,
14.0,25.0,12.0,77.0,82.0,56.0,43.0,
34.0,91.0,56.0,85.0,67.0,11.0,91.0,
77.0,63.0,31.0,15.0,66.0,99.0,80.0,
41.0,20.0,73.0,12.0,76.0,62.0,40.0,
29.0,63.0,20.0,82.0,92.0,94.0,44.0,
31.0,55.0,63.0,64.0,36.0,62.0,8.0,
47.0,2.0,7.0,90.0,43.0,22.0,41.0,
77.0,56.0,10.0,12.0,35.0,18.0,52.0,
90.0,46.0,24.0,40.0,15.0,44.0,27.0,
98.0,42.0,92.0,47.0,88.0,63.0,24.0,
26.0,42.0,76.0,60.0,12.0,79.0,59.0,
86.0,65.0,73.0,2.0,46.0,45.0,14.0,
4.0,45.0,56.0,3.0,94.0,23.0,13.0,
77.0,48.0,88.0,1.0,56.0,72.0,69.0,
14.0,33.0,86.0,60.0,41.0,41.0,96.0,
64.0,21.0,40.0,92.0,58.0,66.0,42.0,
64.0,70.0,7.0,26.0,48.0,36.0,8.0,
43.0,50.0,8.0,48.0,25.0,66.0,27.0,
20.0,77.0,31.0,8.0,1.0,15.0,60.0,
36.0,42.0,84.0,85.0,77.0,5.0,74.0,
23.0,24.0,11.0,18.0,87.0,61.0,44.0,
49.0,71.0,11.0,88.0,3.0,41.0,6.0,
25.0,61.0,73.0,68.0,91.0,28.0,53.0,
81.0,18.0,42.0,73.0,60.0,37.0,15.0,
27.0,67.0,94.0,65.0,87.0,86.0,85.0,
91.0,69.0,21.0,49.0,80.0,1.0,93.0,
44.0,41.0,26.0,99.0,4.0,44.0,4.0,
80.0,56.0,77.0,86.0,13.0,20.0,8.0,
27.0,61.0,27.0,36.0,75.0,35.0,57.0,
4.0,35.0,20.0,36.0,41.0,83.0,95.0,
28.0,32.0,53.0,70.0,49.0,44.0,68.0,
95.0,14.0,12.0,5.0,29.0,33.0,90.0,
42.0,15.0,73.0,34.0,14.0,60.0,11.0,
95.0,97.0,85.0,34.0,12.0,70.0,94.0,
73.0,79.0,22.0,37.0,29.0,39.0,19.0,
14.0,9.0,49.0,12.0,54.0,51.0,25.0,
97.0,1.0,32.0,32.0,67.0,17.0,98.0,
25.0,38.0,89.0,43.0,21.0,72.0,39.0,
3.0,68.0,11.0,72.0,6.0,46.0,16.0,
95.0,46.0,24.0,7.0,92.0,8.0,2.0,
26.0,49.0,21.0,44.0,7.0,87.0,78.0,
7.0,87.0,7.0,41.0,82.0,79.0,1.0,
3.0,11.0,85.0,84.0,83.0,68.0,4.0,
70.0,91.0,3.0,88.0,35.0,99.0,92.0,
30.0,64.0,96.0,34.0,82.0,87.0,67.0,
33.0,99.0,93.0,85.0,86.0,58.0,25.0,
2.0,96.0,32.0,17.0,30.0,99.0,62.0,
63.0,69.0,28.0,85.0,57.0,45.0,47.0,
93.0,9.0,74.0,89.0,4.0,4.0,18.0,
15.0,22.0,80.0,69.0,79.0,96.0,6.0,
90.0,95.0,66.0,53.0,17.0,6.0,78.0,
20.0,52.0,66.0,50.0,12.0,70.0,33.0,
17.0,27.0,55.0,35.0,36.0,61.0,93.0,
18.0,50.0,31.0,87.0,36.0,1.0,27.0,
3.0,23.0,87.0,59.0,65.0,31.0,18.0,
11.0,62.0,85.0,81.0,59.0,52.0,1.0,
97.0,71.0,93.0,27.0,56.0,54.0,62.0,
30.0,76.0,92.0,69.0,43.0,78.0,27.0,
56.0,12.0,36.0,24.0,54.0,60.0,75.0,
32.0,5.0,16.0,80.0,11.0,41.0,25.0,
74.0,58.0,11.0,51.0,7.0,55.0,90.0,
22.0,38.0,42.0,74.0,78.0,11.0,66.0,
82.0,68.0,63.0,25.0,87.0,37.0,10.0,
2.0,47.0,89.0,14.0,79.0,69.0,71.0,
20.0,22.0,32.0,96.0,87.0,50.0,15.0,
2.0,16.0,38.0,76.0,50.0,99.0,13.0,
44.0,35.0,99.0,37.0,66.0,40.0,31.0,
79.0,33.0,27.0,31.0,50.0,26.0,66.0,
70.0,71.0,8.0,74.0,63.0,73.0,33.0,
97.0,32.0,80.0,11.0,35.0,26.0,76.0,
38.0,32.0,55.0,66.0,68.0,43.0,29.0,
32.0,31.0,93.0,7.0,13.0,93.0,39.0,
5.0,9.0,59.0,43.0,39.0,9.0,59.0,
81.0,42.0,20.0,41.0,88.0,96.0,4.0,
41.0,20.0,46.0,11.0,33.0,57.0,26.0,
20.0,79.0,85.0,47.0,53.0,43.0,29.0,
62.0,81.0,4.0,22.0,9.0,51.0,90.0,
60.0,25.0,29.0,17.0,56.0,41.0,21.0,
68.0,95.0,68.0,33.0,59.0,21.0,70.0,
28.0,13.0,19.0,12.0,88.0,94.0,9.0,
87.0,88.0,2.0,9.0,63.0,4.0,92.0,
26.0,72.0,84.0,98.0,63.0,32.0,28.0,
73.0,6.0,58.0,70.0,47.0,40.0,15.0,
79.0,58.0,78.0,58.0,83.0,18.0,24.0,
76.0,89.0,13.0,39.0,87.0,86.0,58.0,
28.0,78.0,77.0,41.0,47.0,47.0,39.0,
5.0,47.0,92.0,9.0,38.0,27.0,59.0,
7.0,29.0,21.0,74.0,37.0,89.0,97.0,
4.0,60.0,51.0,9.0,70.0,74.0,36.0,
46.0,6.0,48.0,6.0,2.0,44.0,2.0,
26.0,19.0,9.0,41.0,12.0,85.0,68.0,
53.0,25.0,55.0,54.0,79.0,95.0,72.0,
90.0,61.0,47.0,75.0,37.0,77.0,54.0,
47.0,31.0,62.0,97.0,28.0,51.0,86.0,
91.0,37.0,24.0,1.0,19.0,5.0,13.0,
25.0,74.0,73.0,81.0,73.0,3.0,69.0,
71.0,27.0,9.0,38.0,96.0,44.0,12.0,
14.0,82.0,21.0,26.0,8.0,77.0,57.0,
61.0,74.0,55.0,55.0,72.0,65.0,63.0,
51.0,23.0,88.0,87.0,15.0,91.0,95.0,
66.0,49.0,75.0,55.0,98.0,11.0,17.0,
47.0,68.0,91.0,29.0,89.0,72.0,89.0,
49.0,98.0,18.0,9.0,97.0,44.0,80.0,
7.0,47.0,12.0,88.0,73.0,14.0,21.0,
62.0,79.0,24.0,57.0,69.0,37.0,57.0,
20.0,51.0,69.0,38.0,61.0,84.0,12.0,
26.0,10.0,95.0,72.0,60.0,95.0,56.0,
10.0,78.0,3.0,45.0,89.0,92.0,94.0,
19.0,85.0,74.0,46.0,1.0,96.0,82.0,
48.0,33.0,91.0,71.0,66.0,29.0,53.0,
21.0,74.0,38.0,95.0,78.0,25.0,99.0,
9.0,10.0,15.0,46.0,96.0,12.0,21.0,
40.0,23.0,91.0,34.0,2.0,55.0,9.0,
20.0,78.0,50.0,19.0,90.0,34.0,92.0,
61.0,94.0,60.0,77.0,37.0,84.0,90.0,
85.0,89.0,77.0,95.0,63.0,95.0,10.0,
38.0,87.0,50.0,18.0,54.0,89.0,42.0,
69.0,33.0,70.0,61.0,73.0,11.0,89.0,
79.0,92.0,94.0,24.0,49.0,44.0,63.0,
42.0,34.0,45.0,82.0,83.0,96.0,27.0,
29.0,80.0,40.0,53.0,42.0,26.0,84.0,
67.0,68.0,85.0,58.0,90.0,60.0,53.0,
57.0,41.0,11.0,1.0,5.0,85.0,57.0,
49.0,94.0,48.0,5.0,92.0,6.0,89.0,
14.0,25.0,68.0,57.0,50.0,77.0,66.0,
89.0,65.0,52.0,72.0,27.0,50.0,87.0,
61.0,98.0,18.0,27.0,86.0,45.0,96.0,
28.0,44.0,65.0,59.0,36.0,62.0,69.0,
50.0,15.0,56.0,15.0,24.0,66.0,38.0,
92.0,61.0,15.0,55.0,15.0,71.0,18.0,
98.0,75.0,31.0,43.0,15.0,46.0,87.0,
3.0,84.0,52.0,74.0,24.0,87.0,76.0,
49.0,51.0,6.0,67.0,17.0,22.0,80.0,
8.0,72.0,87.0,32.0,3.0,67.0,14.0,
26.0,76.0,27.0,37.0,60.0,29.0,8.0,
43.0,61.0,48.0,74.0,83.0,38.0,85.0,
17.0,17.0,53.0,35.0,79.0,68.0,15.0,
87.0,13.0,38.0,37.0,57.0,33.0,34.0,
57.0,22.0,45.0,16.0,52.0,30.0,26.0,
77.0,65.0,39.0,78.0,44.0,88.0,75.0,
68.0,72.0,90.0,76.0,63.0,87.0,15.0,
18.0,52.0,18.0,44.0,7.0,76.0,36.0,
12.0,12.0,67.0,68.0,33.0,51.0,74.0,
84.0,7.0,16.0,10.0,78.0,95.0,21.0,
56.0,61.0,70.0,27.0,43.0,63.0,86.0,
85.0,63.0,56.0,64.0,27.0,16.0,9.0,
61.0,72.0,89.0,69.0,85.0,67.0,21.0,
23.0,73.0,83.0,99.0,26.0,16.0,90.0,
64.0,76.0,15.0,45.0,1.0,62.0,21.0,
58.0,17.0,65.0,19.0,24.0,92.0,94.0,
13.0,53.0,82.0,96.0,65.0,17.0,88.0,
2.0,35.0,26.0,87.0,67.0,98.0,79.0,
38.0,68.0,93.0,11.0,61.0,84.0,30.0,
16.0,91.0,55.0,56.0,10.0,3.0,22.0,
55.0,71.0,22.0,53.0,57.0,50.0,6.0,
63.0,41.0,6.0,68.0,37.0,49.0,41.0,
93.0,22.0,85.0,95.0,79.0,3.0,68.0,
54.0,63.0,72.0,81.0,81.0,75.0,55.0,
23.0,82.0,67.0,25.0,82.0,21.0,37.0,
99.0,75.0,1.0,54.0,1.0,73.0,62.0,
28.0,24.0,42.0,20.0,44.0,79.0,10.0,
93.0,92.0,10.0,89.0,92.0,6.0,77.0,
45.0,2.0,90.0,79.0,28.0,3.0,3.0,
59.0,86.0,97.0,87.0,74.0,86.0,45.0,
10.0,45.0,43.0,67.0,25.0,53.0,58.0,
60.0,60.0,3.0,49.0,22.0,14.0,30.0,
72.0,40.0,76.0,93.0,32.0,30.0,60.0,
86.0,45.0,96.0,70.0,19.0,77.0,40.0,
55.0,31.0,44.0,76.0,68.0,45.0,77.0,
47.0,70.0,5.0,46.0,86.0,95.0,43.0,
49.0,96.0,39.0,35.0,21.0,71.0,24.0,
11.0,24.0,89.0,95.0,65.0,2.0,89.0,
23.0,22.0,82.0,63.0,8.0,68.0,69.0,
29.0,67.0,90.0,18.0,28.0,72.0,29.0,
39.0,95.0,7.0,59.0,34.0,80.0,64.0,
